	premise	hypothesis	insertion_pair	X_grammar	Y_grammar	insertion_rel	source	context_monotonicity	context	gold_label	model_predictions	composite
34	a boy is holding a cherry tree with trees in the background .	a boy is holding a tree with trees in the background .	 cherry tree,  tree	s	s	leq	help-test-contexts	up	A boy is holding a x with trees in the background.	entailment	1	0
37	a boy is holding a woman with trees in the background .	a boy is holding a adult with trees in the background .	 woman,  adult	s	s	leq	help-test-contexts	up	A boy is holding a x with trees in the background.	entailment	1	0
38	a boy is holding a creature with trees in the background .	a boy is holding a vehicle with trees in the background .	 creature,  vehicle	s	s	none	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	4
43	a boy is holding a court with trees in the background .	a boy is holding a building with trees in the background .	 court,  building	s	s	leq	help-test-contexts	up	A boy is holding a x with trees in the background.	entailment	1	0
2	a boy is holding a building with trees in the background .	a boy is holding a hospital with trees in the background .	 building,  hospital	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
4	a boy is holding a dog with trees in the background .	a boy is holding a hound with trees in the background .	 dog,  hound	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
5	a boy is holding a vegetable with trees in the background .	a boy is holding a potato with trees in the background .	 vegetable,  potato	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
6	a boy is holding a fruit with trees in the background .	a boy is holding a watermelon with trees in the background .	 fruit,  watermelon	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
8	a boy is holding a woman with trees in the background .	a boy is holding a lass with trees in the background .	 woman,  lass	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	1	2
9	a boy is holding a man with trees in the background .	a boy is holding a person with trees in the background .	 man,  person	s	s	leq	help-test-contexts	up	A boy is holding a x with trees in the background.	entailment	1	0
16	a boy is holding a tree with trees in the background .	a boy is holding a plant with trees in the background .	 tree,  plant	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	1	2
18	a boy is holding a person with trees in the background .	a boy is holding a child with trees in the background .	 person,  child	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	1	2
19	a boy is holding a building with trees in the background .	a boy is holding a palace with trees in the background .	 building,  palace	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
21	a boy is holding a tree with trees in the background .	a boy is holding a oak with trees in the background .	 tree,  oak	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
22	a boy is holding a building with trees in the background .	a boy is holding a club with trees in the background .	 building,  club	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
23	a boy is holding a vehicle with trees in the background .	a boy is holding a building with trees in the background .	 vehicle,  building	s	s	none	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	4
24	a boy is holding a building with trees in the background .	a boy is holding a library with trees in the background .	 building,  library	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
27	a boy is holding a woman with trees in the background .	a boy is holding a wife with trees in the background .	 woman,  wife	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
31	a boy is holding a person with trees in the background .	a boy is holding a girl with trees in the background .	 person,  girl	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
32	a boy is holding a hound with trees in the background .	a boy is holding a dog with trees in the background .	 hound,  dog	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
33	a boy is holding a vegetable with trees in the background .	a boy is holding a tomato with trees in the background .	 vegetable,  tomato	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
34	a boy is holding a tree with trees in the background .	a boy is holding a cherry tree with trees in the background .	 tree,  cherry tree	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
37	a boy is holding a adult with trees in the background .	a boy is holding a woman with trees in the background .	 adult,  woman	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
38	a boy is holding a vehicle with trees in the background .	a boy is holding a creature with trees in the background .	 vehicle,  creature	s	s	none	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	4
43	a boy is holding a building with trees in the background .	a boy is holding a court with trees in the background .	 building,  court	s	s	geq	help-test-contexts	up	A boy is holding a x with trees in the background.	non-entailment	2	2
2	he had all the attributes of a hospital .	he had all the attributes of a building .	 hospital,  building	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
4	he had all the attributes of a hound .	he had all the attributes of a dog .	 hound,  dog	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
5	he had all the attributes of a potato .	he had all the attributes of a vegetable .	 potato,  vegetable	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
6	he had all the attributes of a watermelon .	he had all the attributes of a fruit .	 watermelon,  fruit	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
8	he had all the attributes of a lass .	he had all the attributes of a woman .	 lass,  woman	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
9	he had all the attributes of a person .	he had all the attributes of a man .	 person,  man	s	s	geq	MED	up	He had all the attributes of a x.	non-entailment	1	2
16	he had all the attributes of a plant .	he had all the attributes of a tree .	 plant,  tree	s	s	leq	MED	up	He had all the attributes of a x.	entailment	2	0
18	he had all the attributes of a child .	he had all the attributes of a person .	 child,  person	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
19	he had all the attributes of a palace .	he had all the attributes of a building .	 palace,  building	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
21	he had all the attributes of a oak .	he had all the attributes of a tree .	 oak,  tree	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
22	he had all the attributes of a club .	he had all the attributes of a building .	 club,  building	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
23	he had all the attributes of a building .	he had all the attributes of a vehicle .	 building,  vehicle	s	s	none	MED	up	He had all the attributes of a x.	non-entailment	1	4
24	he had all the attributes of a library .	he had all the attributes of a building .	 library,  building	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
27	he had all the attributes of a wife .	he had all the attributes of a woman .	 wife,  woman	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
31	he had all the attributes of a girl .	he had all the attributes of a person .	 girl,  person	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
32	he had all the attributes of a dog .	he had all the attributes of a hound .	 dog,  hound	s	s	leq	MED	up	He had all the attributes of a x.	entailment	2	0
33	he had all the attributes of a tomato .	he had all the attributes of a vegetable .	 tomato,  vegetable	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
34	he had all the attributes of a cherry tree .	he had all the attributes of a tree .	 cherry tree,  tree	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
37	he had all the attributes of a woman .	he had all the attributes of a adult .	 woman,  adult	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
38	he had all the attributes of a creature .	he had all the attributes of a vehicle .	 creature,  vehicle	s	s	none	MED	up	He had all the attributes of a x.	non-entailment	2	4
43	he had all the attributes of a court .	he had all the attributes of a building .	 court,  building	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
2	he had all the attributes of a building .	he had all the attributes of a hospital .	 building,  hospital	s	s	geq	MED	up	He had all the attributes of a x.	non-entailment	2	2
4	he had all the attributes of a dog .	he had all the attributes of a hound .	 dog,  hound	s	s	geq	MED	up	He had all the attributes of a x.	non-entailment	2	2
5	he had all the attributes of a vegetable .	he had all the attributes of a potato .	 vegetable,  potato	s	s	geq	MED	up	He had all the attributes of a x.	non-entailment	2	2
6	he had all the attributes of a fruit .	he had all the attributes of a watermelon .	 fruit,  watermelon	s	s	geq	MED	up	He had all the attributes of a x.	non-entailment	2	2
8	he had all the attributes of a woman .	he had all the attributes of a lass .	 woman,  lass	s	s	geq	MED	up	He had all the attributes of a x.	non-entailment	1	2
9	he had all the attributes of a man .	he had all the attributes of a person .	 man,  person	s	s	leq	MED	up	He had all the attributes of a x.	entailment	1	0
16	he had all the attributes of a tree .	he had all the attributes of a plant .	 tree,  plant	s	s	geq	MED	up	He had all the attributes of a x.	non-entailment	2	2
18	he had all the attributes of a person .	he had all the attributes of a child .	 person,  child	s	s	geq	MED	up	He had all the attributes of a x.	non-entailment	2	2
19	he had all the attributes of a building .	he had all the attributes of a palace .	 building,  palace	s	s	geq	MED	up	He had all the attributes of a x.	non-entailment	2	2
21	he had all the attributes of a tree .	he had all the attributes of a oak .	 tree,  oak	s	s	geq	MED	up	He had all the attributes of a x.	non-entailment	2	2
22	he had all the attributes of a building .	he had all the attributes of a club .	 building,  club	s	s	geq	MED	up	He had all the attributes of a x.	non-entailment	1	2
23	he had all the attributes of a vehicle .	he had all the attributes of a building .	 vehicle,  building	s	s	none	MED	up	He had all the attributes of a x.	non-entailment	2	4
