	premise	hypothesis	insertion_pair	X_grammar	Y_grammar	insertion_rel	source	context_monotonicity	context	gold_label	model_predictions	composite
6	A watermelon has no legs.	A fruit has no legs.	 watermelon,  fruit	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
8	A lass has no legs.	A woman has no legs.	 lass,  woman	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
9	A person has no legs.	A man has no legs.	 person,  man	s	s	geq	MED	down	A x has no legs.	entailment	1	1
16	A plant has no legs.	A tree has no legs.	 plant,  tree	s	s	leq	MED	down	A x has no legs.	non-entailment	1	3
18	A child has no legs.	A person has no legs.	 child,  person	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
19	A palace has no legs.	A building has no legs.	 palace,  building	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
21	A oak has no legs.	A tree has no legs.	 oak,  tree	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
22	A club has no legs.	A building has no legs.	 club,  building	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
23	A building has no legs.	A vehicle has no legs.	 building,  vehicle	s	s	none	MED	down	A x has no legs.	non-entailment	0	5
24	A library has no legs.	A building has no legs.	 library,  building	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
27	A wife has no legs.	A woman has no legs.	 wife,  woman	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
31	A girl has no legs.	A person has no legs.	 girl,  person	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
32	A dog has no legs.	A hound has no legs.	 dog,  hound	s	s	leq	MED	down	A x has no legs.	non-entailment	1	3
33	A tomato has no legs.	A vegetable has no legs.	 tomato,  vegetable	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
34	A cherry tree has no legs.	A tree has no legs.	 cherry tree,  tree	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
37	A woman has no legs.	A adult has no legs.	 woman,  adult	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
38	A creature has no legs.	A vehicle has no legs.	 creature,  vehicle	s	s	none	MED	down	A x has no legs.	non-entailment	1	5
43	A court has no legs.	A building has no legs.	 court,  building	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
2	A building has no legs.	A hospital has no legs.	 building,  hospital	s	s	geq	MED	down	A x has no legs.	entailment	1	1
4	A dog has no legs.	A hound has no legs.	 dog,  hound	s	s	geq	MED	down	A x has no legs.	entailment	1	1
5	A vegetable has no legs.	A potato has no legs.	 vegetable,  potato	s	s	geq	MED	down	A x has no legs.	entailment	1	1
6	A fruit has no legs.	A watermelon has no legs.	 fruit,  watermelon	s	s	geq	MED	down	A x has no legs.	entailment	1	1
8	A woman has no legs.	A lass has no legs.	 woman,  lass	s	s	geq	MED	down	A x has no legs.	entailment	1	1
9	A man has no legs.	A person has no legs.	 man,  person	s	s	leq	MED	down	A x has no legs.	non-entailment	0	3
16	A tree has no legs.	A plant has no legs.	 tree,  plant	s	s	geq	MED	down	A x has no legs.	entailment	0	1
18	A person has no legs.	A child has no legs.	 person,  child	s	s	geq	MED	down	A x has no legs.	entailment	1	1
19	A building has no legs.	A palace has no legs.	 building,  palace	s	s	geq	MED	down	A x has no legs.	entailment	1	1
21	A tree has no legs.	A oak has no legs.	 tree,  oak	s	s	geq	MED	down	A x has no legs.	entailment	1	1
22	A building has no legs.	A club has no legs.	 building,  club	s	s	geq	MED	down	A x has no legs.	entailment	1	1
23	A vehicle has no legs.	A building has no legs.	 vehicle,  building	s	s	none	MED	down	A x has no legs.	non-entailment	0	5
24	A building has no legs.	A library has no legs.	 building,  library	s	s	geq	MED	down	A x has no legs.	entailment	1	1
27	A woman has no legs.	A wife has no legs.	 woman,  wife	s	s	geq	MED	down	A x has no legs.	entailment	1	1
31	A person has no legs.	A girl has no legs.	 person,  girl	s	s	geq	MED	down	A x has no legs.	entailment	1	1
32	A hound has no legs.	A dog has no legs.	 hound,  dog	s	s	geq	MED	down	A x has no legs.	entailment	0	1
33	A vegetable has no legs.	A tomato has no legs.	 vegetable,  tomato	s	s	geq	MED	down	A x has no legs.	entailment	1	1
34	A tree has no legs.	A cherry tree has no legs.	 tree,  cherry tree	s	s	geq	MED	down	A x has no legs.	entailment	1	1
37	A adult has no legs.	A woman has no legs.	 adult,  woman	s	s	geq	MED	down	A x has no legs.	entailment	1	1
38	A vehicle has no legs.	A creature has no legs.	 vehicle,  creature	s	s	none	MED	down	A x has no legs.	non-entailment	0	5
43	A building has no legs.	A court has no legs.	 building,  court	s	s	geq	MED	down	A x has no legs.	entailment	1	1
0	Tom wants to eat some fruit.	Tom wants to eat some food.	 fruit,  food	m	m	leq	MED	up	Tom wants to eat some x.	entailment	1	0
1	Tom wants to eat some oysters.	Tom wants to eat some seafood.	 oysters,  seafood	p	m	leq	MED	up	Tom wants to eat some x.	entailment	1	0
3	Tom wants to eat some rap.	Tom wants to eat some food.	 rap,  food	m	m	none	MED	up	Tom wants to eat some x.	non-entailment	1	4
7	Tom wants to eat some rap.	Tom wants to eat some music.	 rap,  music	m	m	leq	MED	up	Tom wants to eat some x.	entailment	1	0
10	Tom wants to eat some pork.	Tom wants to eat some meat.	 pork,  meat	m	m	leq	MED	up	Tom wants to eat some x.	entailment	1	0
11	Tom wants to eat some brown sugar.	Tom wants to eat some sugar.	 brown sugar,  sugar	m	m	leq	MED	up	Tom wants to eat some x.	entailment	1	0
12	Tom wants to eat some mittens.	Tom wants to eat some food.	 mittens,  food	p	m	none	MED	up	Tom wants to eat some x.	non-entailment	1	4
13	Tom wants to eat some peaches.	Tom wants to eat some clothes.	 peaches,  clothes	p	p	none	MED	up	Tom wants to eat some x.	non-entailment	1	4
14	Tom wants to eat some women.	Tom wants to eat some people.	 women,  people	p	p	leq	MED	up	Tom wants to eat some x.	entailment	1	0
15	Tom wants to eat some hats.	Tom wants to eat some food.	 hats,  food	p	m	none	MED	up	Tom wants to eat some x.	non-entailment	1	4
17	Tom wants to eat some apple pie.	Tom wants to eat some pie.	 apple pie,  pie	m	m	leq	MED	up	Tom wants to eat some x.	entailment	1	0
20	Tom wants to eat some snow.	Tom wants to eat some weather.	 snow,  weather	m	m	leq	MED	up	Tom wants to eat some x.	entailment	1	0
25	Tom wants to eat some files.	Tom wants to eat some things.	 files,  things	p	p	leq	MED	up	Tom wants to eat some x.	entailment	1	0
26	Tom wants to eat some shoes.	Tom wants to eat some clothes.	 shoes,  clothes	p	p	leq	MED	up	Tom wants to eat some x.	entailment	1	0
28	Tom wants to eat some rain.	Tom wants to eat some weather.	 rain,  weather	m	m	leq	MED	up	Tom wants to eat some x.	entailment	1	0
29	Tom wants to eat some pasta.	Tom wants to eat some food.	 pasta,  food	m	m	leq	MED	up	Tom wants to eat some x.	entailment	1	0
30	Tom wants to eat some apples.	Tom wants to eat some fruit.	 apples,  fruit	p	m	leq	MED	up	Tom wants to eat some x.	entailment	1	0
35	Tom wants to eat some swing.	Tom wants to eat some music.	 swing,  music	m	m	leq	MED	up	Tom wants to eat some x.	entailment	1	0
36	Tom wants to eat some first-year students.	Tom wants to eat some students.	 first-year students,  students	p	p	leq	MED	up	Tom wants to eat some x.	entailment	1	0
39	Tom wants to eat some meat.	Tom wants to eat some fruit.	 meat,  fruit	m	m	none	MED	up	Tom wants to eat some x.	non-entailment	0	4
40	Tom wants to eat some sleet.	Tom wants to eat some weather.	 sleet,  weather	m	m	leq	MED	up	Tom wants to eat some x.	entailment	1	0
41	Tom wants to eat some sausages.	Tom wants to eat some fruit.	 sausages,  fruit	p	m	none	MED	up	Tom wants to eat some x.	non-entailment	0	4
42	Tom wants to eat some meat.	Tom wants to eat some food.	 meat,  food	m	m	leq	MED	up	Tom wants to eat some x.	entailment	1	0
44	Tom wants to eat some pasta.	Tom wants to eat some weather.	 pasta,  weather	m	m	none	MED	up	Tom wants to eat some x.	non-entailment	1	4
0	Tom wants to eat some food.	Tom wants to eat some fruit.	 food,  fruit	m	m	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
1	Tom wants to eat some seafood.	Tom wants to eat some oysters.	 seafood,  oysters	m	p	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
3	Tom wants to eat some food.	Tom wants to eat some rap.	 food,  rap	m	m	none	MED	up	Tom wants to eat some x.	non-entailment	0	4
7	Tom wants to eat some music.	Tom wants to eat some rap.	 music,  rap	m	m	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
10	Tom wants to eat some meat.	Tom wants to eat some pork.	 meat,  pork	m	m	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
11	Tom wants to eat some sugar.	Tom wants to eat some brown sugar.	 sugar,  brown sugar	m	m	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
12	Tom wants to eat some food.	Tom wants to eat some mittens.	 food,  mittens	m	p	none	MED	up	Tom wants to eat some x.	non-entailment	0	4
13	Tom wants to eat some clothes.	Tom wants to eat some peaches.	 clothes,  peaches	p	p	none	MED	up	Tom wants to eat some x.	non-entailment	0	4
14	Tom wants to eat some people.	Tom wants to eat some women.	 people,  women	p	p	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
15	Tom wants to eat some food.	Tom wants to eat some hats.	 food,  hats	m	p	none	MED	up	Tom wants to eat some x.	non-entailment	0	4
17	Tom wants to eat some pie.	Tom wants to eat some apple pie.	 pie,  apple pie	m	m	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
20	Tom wants to eat some weather.	Tom wants to eat some snow.	 weather,  snow	m	m	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
25	Tom wants to eat some things.	Tom wants to eat some files.	 things,  files	p	p	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
26	Tom wants to eat some clothes.	Tom wants to eat some shoes.	 clothes,  shoes	p	p	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
28	Tom wants to eat some weather.	Tom wants to eat some rain.	 weather,  rain	m	m	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
29	Tom wants to eat some food.	Tom wants to eat some pasta.	 food,  pasta	m	m	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
30	Tom wants to eat some fruit.	Tom wants to eat some apples.	 fruit,  apples	m	p	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
35	Tom wants to eat some music.	Tom wants to eat some swing.	 music,  swing	m	m	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
36	Tom wants to eat some students.	Tom wants to eat some first-year students.	 students,  first-year students	p	p	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
39	Tom wants to eat some fruit.	Tom wants to eat some meat.	 fruit,  meat	m	m	none	MED	up	Tom wants to eat some x.	non-entailment	1	4
40	Tom wants to eat some weather.	Tom wants to eat some sleet.	 weather,  sleet	m	m	geq	MED	up	Tom wants to eat some x.	non-entailment	0	2
41	Tom wants to eat some fruit.	Tom wants to eat some sausages.	 fruit,  sausages	m	p	none	MED	up	Tom wants to eat some x.	non-entailment	0	4
